"Lng","Lat","tradeTime","activeDays","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
116.30368,39.896282,"2016-07-26",104,8,695,37166,187,3,2,1,2,26,"tower","2008","Simplicity","steel-concrete composite",0.364,"Elevator","Five years property","No subway",8,55505
116.330357,39.692063,"2016-07-26",105,32,405,19286,210,4,2,1,1,18,"plate","2014","other","steel-concrete composite",0.5,"Elevator","No five years property","Subway",4,43597
116.444518,39.939961,"2016-09-24",164,106,558,92923,60.05,2,1,1,1,5,"plate","1985","hardcover","mixed",0.333,"No elevator","No five years property","Subway",1,89013
116.426734,40.066064,"2016-07-25",103,50,244,36418,67,2,1,1,1,6,"plate","Î´Öª","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",6,39114
116.467705,39.932069,"2016-07-31",110,3,391.5,61839,63.31,2,1,1,1,14,"combination of plate and tower","1983","other","steel-concrete composite",0.143,"Elevator","Five years property","Subway",7,73123
116.342117,40.089417,"2016-07-12",90,94,339,28272,119.91,5,2,1,2,7,"plate","2003","hardcover","steel-concrete composite",0.333,"No elevator","Five years property","Subway",6,46865
116.425978,40.002211,"2016-07-12",90,52,670,51146,131,3,1,1,2,22,"tower","1999","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,77070
116.476213,39.897851,"2016-08-18",127,4,333,70852,47,1,0,1,1,28,"tower","Î´Öª","other","steel-concrete composite",0.3,"Elevator","No five years property","Subway",7,89330
116.43349,39.882446,"2016-07-20",98,53,339,58722,57.73,2,1,1,1,6,"plate","1988","Simplicity","mixed",0.5,"No elevator","No five years property","Subway",1,78593
116.441407,39.98806,"2016-06-29",77,23,400,74198,53.91,1,1,1,1,6,"plate","1991","hardcover","mixed",0.333,"No elevator","Five years property","Subway",7,75991
116.520858,39.918846,"2016-08-22",131,72,209.3,46563,44.95,1,1,1,1,6,"plate","Î´Öª","hardcover","brick and concrete",0.5,"No elevator","Five years property","Subway",7,56752
116.441502,39.872065,"2016-08-25",134,50,325,44680,72.74,2,1,1,1,25,"tower","1998","Simplicity","steel-concrete composite",0.333,"Elevator","No five years property","Subway",2,60647
116.466282,39.972255,"2016-07-19",97,4,545,72435,75.24,1,1,1,1,21,"tower","2008","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","No subway",7,89347
116.458721,39.817347,"2016-12-14",245,49,638.3,42562,149.97,3,2,1,1,14,"plate","2003","Simplicity","mixed",0.5,"Elevator","Five years property","No subway",4,46634
116.435603,40.006395,"2016-08-22",131,54,963,65511,147,3,2,1,2,10,"plate","2002","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","Subway",7,84282
116.435603,40.006395,"2016-07-12",90,26,1049,74177,141.42,3,2,1,2,14,"plate","2002","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","No subway",7,84282
116.439746,39.905443,"2016-07-06",84,25,830,82000,101.22,3,2,1,1,6,"plate","1994","hardcover","mixed",0.5,"No elevator","Five years property","Subway",1,86883
116.41416,39.957669,"2016-07-19",97,60,315.5,70112,45,1,1,1,1,6,"plate","1983","Simplicity","mixed",0.2,"No elevator","Five years property","Subway",1,82971
116.452901,39.901073,"2016-07-29",107,18,444,69375,64,1,0,1,1,13,"combination of plate and tower","2002","hardcover","steel-concrete composite",0.222,"Elevator","Five years property","Subway",1,85557
116.429963,39.963815,"2016-10-13",183,38,900,89109,101,3,1,1,1,16,"tower","2010","other","steel-concrete composite",0.3,"Elevator","No five years property","Subway",1,94271
116.260421,39.927665,"2016-06-27",75,62,395,50383,78.4,2,1,1,1,5,"plate","2000","hardcover","brick and concrete",0.167,"No elevator","Five years property","No subway",8,63813
116.477613,39.934452,"2016-06-15",63,23,300,46154,65,1,1,1,1,21,"tower","1999","Simplicity","steel-concrete composite",0.167,"Elevator","Five years property","Subway",7,61591
116.330345,39.984336,"2016-07-29",107,12,528,85854,61.5,2,1,1,1,16,"tower","1989","other","steel-concrete composite",0.25,"Elevator","No five years property","Subway",8,114107
116.368316,39.892214,"2016-08-03",112,59,420,62149,67.58,2,1,1,1,19,"tower","2004","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",10,75806
116.383994,39.890405,"2016-08-05",114,16,970,106758,90.86,2,1,1,1,20,"combination of plate and tower","2014","other","steel-concrete composite",0.333,"No elevator","No five years property","Subway",10,137745
116.37555,40.042102,"2016-07-09",87,37,478,43874,108.95,2,2,1,1,6,"plate","2002","hardcover","mixed",0.333,"No elevator","Five years property","No subway",8,64451
116.257014,40.054948,"2016-06-25",73,34,738,64325,114.73,2,2,1,2,10,"plate","2005","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",8,75490
116.575746,39.911252,"2016-06-15",63,25,230,37594,61.18,1,1,1,1,19,"tower","2009","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,46339
116.297475,39.839905,"2016-07-18",96,20,401,44290,90.54,2,2,1,1,30,"tower","2003","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",2,56527
116.437896,39.901842,"2016-07-06",84,37,518,67810,76.39,2,1,1,1,18,"combination of plate and tower","2003","Simplicity","steel-concrete composite",0.176,"Elevator","Five years property","Subway",1,83169
116.284755,39.93453,"2016-06-21",69,44,340,41333,82.26,1,1,1,1,19,"tower","2009","hardcover","steel-concrete composite",0.111,"Elevator","No five years property","Subway",8,70141
116.599448,40.048301,"2016-07-04",82,12,162.5,22630,71.81,2,1,1,1,6,"plate","1993","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",13,35730
116.439326,39.821816,"2016-06-28",75,19,230,21101,109,2,2,1,1,11,"combination of plate and tower","2007","other","steel-concrete composite",0.333,"Elevator","No five years property","No subway",4,46692
116.386492,39.903916,"2016-07-15",93,13,560,105661,53,1,1,1,1,12,"combination of plate and tower","2004","hardcover","steel-concrete composite",0.4,"Elevator","No five years property","No subway",10,119289
116.356731,39.850714,"2016-08-30",138,24,1140,38514,296,6,2,2,4,16,"plate","2006","Simplicity","steel-concrete composite",0.333,"Elevator","Five years property","Subway",2,71463
116.470984,39.934069,"2016-08-30",139,43,430,42157,102,2,2,1,1,26,"tower","2000","Simplicity","steel-concrete composite",0.286,"Elevator","No five years property","Subway",7,58438
116.60292,39.909042,"2016-06-27",75,14,458.5,39870,115,3,2,1,2,18,"combination of plate and tower","2011","hardcover","steel-concrete composite",0.667,"Elevator","No five years property","Subway",7,54019
116.339803,40.085341,"2016-07-05",82,30,92,23000,40,1,0,0,1,7,"tower","2012","other","steel-concrete composite",0.075,"Elevator","No five years property","No subway",6,31381
116.348983,39.922071,"2016-08-31",140,61,742,112085,66.2,1,1,1,1,18,"tower","1999","hardcover","steel-concrete composite",0.167,"Elevator","Five years property","No subway",10,129857
116.433392,39.813832,"2016-09-20",160,20,327,20866,156.72,3,2,1,2,7,"plate","1997","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",2,38757
116.400701,39.972998,"2016-07-19",97,38,540,67500,80,3,1,1,1,6,"plate","1980","Simplicity","steel-concrete composite",0.333,"No elevator","Five years property","Subway",7,89512
116.37913,39.887761,"2016-07-19",97,53,345,66156,52.15,1,1,1,1,12,"plate","2000","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",10,91902
116.380981,39.963101,"2016-07-11",89,74,737,92356,79.8,3,1,1,1,7,"plate","1990","Simplicity","mixed",0.333,"No elevator","Five years property","No subway",10,129754
116.317235,39.946429,"2016-08-30",139,78,495,61721,80.2,3,1,1,1,11,"combination of plate and tower","1995","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",8,78256
116.287746,40.038617,"2016-06-24",72,11,1385,62337,222.18,4,2,1,3,8,"plate","Î´Öª","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",8,92027
116.423673,39.864377,"2016-06-18",66,36,305,40667,75,3,1,1,1,14,"combination of plate and tower","1990","Simplicity","steel-concrete composite",0.167,"Elevator","Five years property","Subway",2,54000
116.661432,40.180564,"2016-12-26",257,44,500,19763,253,4,2,1,3,4,"plate","1998","Simplicity","mixed",0.333,"No elevator","No five years property","No subway",13,31282
116.389064,39.88697,"2016-07-31",109,37,453,77689,58.31,2,1,1,1,5,"plate","1987","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",10,86416
116.674322,40.12784,"2016-07-22",100,25,244.5,27038,90.43,2,2,1,1,6,"plate","1999","other","mixed",0.5,"No elevator","Five years property","No subway",13,41276
116.530268,39.931226,"2016-07-07",84,63,350,40230,87,2,1,1,1,24,"tower","2001","hardcover","steel-concrete composite",0.2,"Elevator","No five years property","Subway",7,49307
116.357588,39.886564,"2016-08-29",138,27,845,67417,125.34,3,1,1,1,18,"tower","1999","rough","steel-concrete composite",0.25,"Elevator","Five years property","No subway",10,80602
116.514316,39.918722,"2016-09-08",148,51,500,60969,82.01,2,2,1,1,20,"combination of plate and tower","2007","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","No subway",7,75566
116.345863,39.877035,"2016-07-11",89,33,370,57516,64.33,1,1,1,1,18,"plate","2008","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",2,81880
116.320895,40.061583,"2016-07-07",85,139,605,47815,126.53,3,2,1,2,8,"plate","2004","Simplicity","steel-concrete composite",0.5,"No elevator","Five years property","No subway",8,69655
116.438762,39.854215,"2016-06-20",67,43,184.5,31240,59.06,1,0,1,1,18,"combination of plate and tower","2003","Simplicity","steel-concrete composite",0.182,"Elevator","Five years property","Subway",2,50347
116.471931,40.008739,"2016-08-28",137,19,450,46875,96,2,2,1,1,28,"tower","1998","Simplicity","steel-concrete composite",0.3,"Elevator","No five years property","Subway",7,57510
116.369971,39.856204,"2016-06-29",77,18,600,33922,176.88,4,2,1,2,23,"tower","2002","Simplicity","steel-concrete composite",0.273,"Elevator","Five years property","Subway",2,58941
116.381531,40.089564,"2016-06-29",76,8,276,27327,101,2,2,1,1,6,"plate","2009","other","mixed",0.5,"No elevator","Five years property","No subway",6,37961
116.45457,39.809878,"2016-07-10",88,63,205,31705,64.66,2,1,1,1,6,"plate","1998","Simplicity","mixed",0.333,"No elevator","Five years property","No subway",4,40430
116.414708,40.012787,"2016-07-17",94,42,750,38859,193.01,5,2,1,2,26,"tower","2001","Simplicity","steel-concrete composite",0.6,"Elevator","Five years property","Subway",7,64181
116.427644,39.872632,"2016-06-27",74,53,188,45215,41.58,1,1,1,1,4,"plate","1980","Simplicity","brick and concrete",0.333,"No elevator","Five years property","Subway",2,55470
116.460986,39.93382,"2016-06-24",72,17,412,75903,54.28,2,1,1,1,5,"plate","1979","Simplicity","brick and concrete",0.333,"No elevator","Five years property","Subway",7,86292
116.413053,39.962564,"2016-06-28",76,41,315,75000,42,1,1,1,1,6,"plate","1988","other","brick and concrete",0.125,"No elevator","Five years property","Subway",1,80845
116.386156,39.91037,"2016-06-19",66,27,715,97772,73.13,2,1,1,1,6,"plate","2004","Simplicity","steel-concrete composite",0.25,"No elevator","Five years property","Subway",10,109755
116.39584,39.979426,"2016-09-30",169,21,374.8,65014,57.65,2,1,1,1,6,"plate","1982","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",7,74873
116.384761,39.844664,"2016-08-31",139,88,380,39551,96.08,2,2,1,2,6,"plate","1996","hardcover","mixed",0.5,"No elevator","No five years property","Subway",2,51027
116.378758,40.022927,"2016-06-30",77,63,673,73811,91.18,2,2,1,1,21,"combination of plate and tower","2004","other","steel-concrete composite",0.5,"Elevator","Five years property","Subway",7,92196
116.426966,39.929506,"2016-07-06",83,41,359.8,93821,38.35,1,0,1,1,14,"plate","2008","hardcover","steel-concrete composite",0.167,"Elevator","Five years property","Subway",1,112709
116.636774,39.918867,"2016-07-07",84,43,197.5,27145,72.76,2,1,1,1,6,"plate","1996","Simplicity","mixed",0.5,"No elevator","No five years property","No subway",11,35854
116.452235,39.820236,"2016-08-31",139,80,367,28450,129,3,2,1,2,6,"plate","2004","Simplicity","steel-concrete composite",0.5,"No elevator","Five years property","No subway",4,37362
116.504397,39.92941,"2016-08-08",116,56,308,42891,71.81,2,1,1,1,18,"tower","1996","hardcover","steel-concrete composite",0.2,"Elevator","Five years property","Subway",7,56893
116.594801,39.928019,"2016-07-23",100,18,570,36934,154.33,3,2,1,2,19,"tower","2004","rough","steel-concrete composite",0.5,"Elevator","Five years property","Subway",7,55339
116.662088,39.893938,"2016-08-27",135,51,610,40100,152.12,3,2,1,1,15,"combination of plate and tower","2005","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",11,45031
116.430848,39.869676,"2016-07-30",107,25,440,46959,93.7,3,1,1,1,22,"tower","1992","hardcover","steel-concrete composite",0.222,"Elevator","Five years property","No subway",2,60465
116.455926,39.945052,"2016-07-04",81,35,610,68371,89.22,2,1,1,1,6,"plate","1999","hardcover","mixed",0.5,"No elevator","No five years property","No subway",7,71853
116.435055,39.941656,"2016-08-31",139,67,755,79608,94.84,3,1,1,1,8,"plate","2003","Simplicity","steel-concrete composite",1,"Elevator","No five years property","Subway",1,104629
116.309431,39.842691,"2016-07-20",97,20,298,52502,56.76,1,1,1,1,6,"plate","2001","hardcover","steel-concrete composite",0.5,"No elevator","No five years property","Subway",2,58879
116.453086,39.898397,"2016-07-23",101,32,328,51468,63.73,1,0,0,0,23,"tower","2009","Simplicity","steel-concrete composite",0.304,"Elevator","Five years property","Subway",1,78590
116.42293,40.062106,"2016-09-06",145,13,745,41161,181,3,1,0,1,5,"plate","2001","Simplicity","steel",1,"Elevator","Five years property","Subway",6,76355
116.41678,40.071013,"2016-07-13",90,37,406,27387,148.25,3,1,1,2,13,"plate","2001","hardcover","mixed",0.5,"Elevator","Five years property","Subway",6,34439
116.475046,39.88209,"2016-06-22",69,23,192,45326,42.36,1,1,1,1,16,"tower","1989","hardcover","steel-concrete composite",0.286,"Elevator","Five years property","Subway",7,57814
116.605893,40.054165,"2016-07-20",97,10,166,24688,67.24,2,1,1,1,6,"plate","1994","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",7,39306
116.330578,39.966964,"2016-09-25",164,0,319,62550,51,1,1,1,1,15,"combination of plate and tower","2006","hardcover","steel-concrete composite",0.217,"Elevator","Five years property","Subway",8,80032
116.52013,39.936383,"2016-06-21",68,29,348,55779,62.39,1,1,1,1,18,"combination of plate and tower","2006","hardcover","steel-concrete composite",0.4,"Elevator","Five years property","No subway",7,70693
116.390549,39.957292,"2016-09-13",153,67,780,108651,71.79,2,1,1,1,6,"plate","2003","Simplicity","brick and concrete",0.333,"No elevator","No five years property","Subway",10,128939
116.511523,39.938707,"2016-08-31",139,63,485,39846,121.72,3,2,1,1,21,"tower","2002","hardcover","steel-concrete composite",0.2,"Elevator","Five years property","No subway",7,56812
116.643924,39.889841,"2016-09-14",153,25,410,38978,105.19,2,2,1,1,12,"combination of plate and tower","2005","Simplicity","steel-concrete composite",0.333,"Elevator","Five years property","No subway",11,43196
116.655445,40.137574,"2016-08-16",124,49,195,30943,63.02,2,1,1,1,6,"plate","1988","hardcover","mixed",0.5,"No elevator","No five years property","Subway",13,36953
116.511545,39.904464,"2016-09-18",157,5,766,47284,162,3,2,1,2,7,"plate","2009","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",7,59025
116.487301,39.90602,"2016-06-28",75,33,324,49323,65.69,1,1,1,1,24,"tower","2003","hardcover","steel-concrete composite",0.3,"Elevator","Five years property","Subway",7,66042
116.471124,39.997686,"2016-12-24",254,33,965,91905,105,2,1,1,1,27,"combination of plate and tower","Î´Öª","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",7,103438
116.524384,39.824643,"2016-07-03",81,56,150,25863,58,1,1,1,1,6,"plate","2009","Simplicity","mixed",0.333,"No elevator","No five years property","No subway",4,39309
116.337956,39.714942,"2016-07-13",90,12,229,23176,98.81,2,1,1,1,6,"plate","Î´Öª","Simplicity","brick and concrete",0.5,"No elevator","Five years property","No subway",4,36258
116.480675,39.868869,"2016-07-25",102,17,216.5,42812,50.57,1,1,1,1,6,"plate","2005","Simplicity","mixed",0.25,"No elevator","Five years property","No subway",7,60403
116.400443,39.890634,"2016-08-18",127,10,890,60768,146.46,3,2,1,2,6,"plate","Î´Öª","hardcover","steel-concrete composite",0.5,"No elevator","Five years property","Subway",10,84269
116.379698,39.848129,"2016-06-29",76,16,200,42554,47,1,0,1,1,11,"plate","2005","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","No subway",2,60793
116.488832,39.932702,"2016-07-29",107,33,260,51272,50.71,1,1,1,1,6,"plate","1999","hardcover","mixed",0.333,"No elevator","Five years property","Subway",7,61237
116.500382,39.805889,"2016-08-29",137,154,256,34935,73.28,2,1,1,1,18,"combination of plate and tower","2002","Simplicity","steel-concrete composite",0.2,"Elevator","No five years property","Subway",3,46608
116.382475,40.00646,"2016-08-28",136,36,985,42987,229.14,6,2,1,2,6,"plate","1998","hardcover","mixed",0.5,"No elevator","No five years property","Subway",7,68093
116.295659,39.917143,"2016-07-31",108,21,888,86804,102.3,3,1,1,1,7,"plate","1999","hardcover","mixed",0.5,"No elevator","Five years property","Subway",8,105652
116.370813,39.949254,"2016-07-11",88,139,599,77995,76.8,3,1,1,1,7,"plate","1991","hardcover","mixed",0.333,"No elevator","Five years property","Subway",10,94460
116.184432,40.053671,"2016-07-30",108,8,900,38462,234,4,2,1,3,4,"plate","2009","Simplicity","steel-concrete composite",0.5,"Elevator","No five years property","No subway",8,47235
116.445751,39.903761,"2016-12-27",257,69,739,101233,73,2,1,1,1,11,"plate","2007","Simplicity","steel-concrete composite",0.25,"Elevator","No five years property","Subway",1,87766
116.568805,39.871534,"2016-06-30",77,12,600,37611,159.53,4,2,1,3,7,"plate","2006","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",7,47736
116.280601,40.037442,"2016-09-25",165,270,498,57084,87.24,3,1,1,1,6,"plate","1995","hardcover","mixed",0.5,"No elevator","Five years property","Subway",8,61954
116.335332,40.067075,"2016-07-14",91,15,372,40768,91.25,2,1,1,1,5,"plate","2003","hardcover","brick and concrete",0.5,"No elevator","Five years property","No subway",6,52466
116.512916,39.966511,"2016-06-19",66,31,462,46386,99.6,2,2,1,2,14,"tower","2006","hardcover","steel-concrete composite",0.286,"Elevator","No five years property","No subway",7,57709
116.385168,39.900454,"2016-08-07",115,29,443,94861,46.7,1,1,1,1,13,"combination of plate and tower","1999","Simplicity","steel-concrete composite",0.333,"Elevator","Five years property","Subway",10,106865
116.456795,39.973905,"2016-07-31",108,15,818,65227,125.41,2,2,1,2,28,"plate","2002","hardcover","steel-concrete composite",0.667,"Elevator","Five years property","Subway",7,86465
116.412134,40.010398,"2016-06-21",68,38,455,39299,115.78,3,1,1,1,25,"tower","1997","Simplicity","steel-concrete composite",0.2,"Elevator","Five years property","Subway",7,58907
116.30313,39.950488,"2016-06-28",75,44,485,65541,74,3,1,1,1,21,"tower","1993","hardcover","steel-concrete composite",0.286,"Elevator","No five years property","Subway",8,81990
116.274641,39.888214,"2016-07-04",81,32,431,47889,90,2,1,1,1,21,"tower","2008","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",2,58954
116.35699,40.093976,"2016-06-27",74,12,380,30400,125,3,1,1,2,6,"plate","2005","Simplicity","mixed",0.5,"No elevator","No five years property","Subway",6,46280
116.229771,39.908514,"2016-07-31",108,36,257,35043,73.34,2,1,1,1,12,"combination of plate and tower","1996","hardcover","steel-concrete composite",1,"Elevator","Five years property","No subway",9,45958
116.419996,40.001599,"2016-08-23",131,76,344,58985,58.32,2,1,1,1,6,"plate","1990","hardcover","steel-concrete composite",0.5,"No elevator","Five years property","Subway",7,66462
116.343001,39.964408,"2016-08-10",118,22,428,74773,57.24,2,1,1,1,5,"plate","1982","Simplicity","mixed",0.333,"No elevator","Five years property","No subway",8,86585
116.670101,40.118729,"2016-06-30",77,24,223.7,26318,85,2,1,1,1,6,"plate","2000","hardcover","mixed",0.5,"No elevator","No five years property","No subway",13,34694
116.441716,39.946158,"2016-08-26",134,33,555,69602,79.74,1,1,1,1,27,"tower","Î´Öª","Simplicity","steel-concrete composite",0.375,"Elevator","Five years property","Subway",1,75365
116.430848,39.869676,"2016-08-08",116,48,280,50243,55.73,2,1,1,1,25,"tower","1992","hardcover","steel-concrete composite",0.222,"Elevator","Five years property","Subway",2,60465
116.581295,39.910614,"2016-06-20",67,21,303,33526,90.38,2,1,1,1,6,"plate","2003","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",7,45307
116.357513,40.0711,"2016-07-20",97,21,472,46004,102.6,2,1,1,1,5,"plate","2000","hardcover","mixed",0.5,"No elevator","Five years property","Subway",8,52390
116.382606,39.983696,"2016-06-15",62,54,322,78537,41,1,1,1,1,6,"plate","1989","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",8,89952
116.435511,39.946194,"2016-07-27",104,37,625,81487,76.7,2,1,1,1,16,"tower","2003","hardcover","steel-concrete composite",0.2,"Elevator","Five years property","Subway",1,96997
116.585161,39.87005,"2016-08-16",124,12,600,38665,155.18,3,2,1,2,8,"plate","2005","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","No subway",7,48809
116.249496,40.221791,"2016-06-23",70,27,269,21016,128,3,2,1,2,7,"plate","2001","hardcover","mixed",0.5,"No elevator","Five years property","No subway",6,37612
116.676119,39.887571,"2016-07-20",97,18,334,37728,88.53,2,1,1,1,13,"plate","2005","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",11,45024
116.524034,39.828866,"2016-07-08",85,20,300,37975,79,2,1,1,1,9,"combination of plate and tower","2010","other","steel-concrete composite",0.5,"Elevator","No five years property","No subway",4,49524
116.441139,39.988927,"2016-07-06",83,42,283,59070,47.91,1,0,1,1,24,"tower","2000","hardcover","steel-concrete composite",0.3,"Elevator","Five years property","No subway",7,66919
116.52013,39.936383,"2016-09-20",159,14,915,67444,135.67,3,2,1,2,15,"plate","2006","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",7,70693
116.605035,40.051164,"2016-07-15",92,23,145,24635,58.86,2,1,1,1,6,"plate","1991","Simplicity","mixed",0.25,"No elevator","Five years property","No subway",7,39605
116.247008,39.906426,"2016-06-29",75,13,303,51270,59.1,1,1,1,1,26,"combination of plate and tower","2007","hardcover","steel-concrete composite",0.214,"Elevator","Five years property","No subway",9,64222
116.422295,40.133927,"2016-08-05",113,93,250,16787,148.93,3,2,1,2,6,"plate","1999","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",6,31485
116.523444,39.92445,"2016-07-31",108,15,490,43093,113.71,2,2,1,1,29,"tower","2003","rough","steel-concrete composite",0.375,"Elevator","No five years property","Subway",7,58126
116.446847,39.904164,"2016-06-26",72,74,340,58763,57.86,2,1,1,1,6,"plate","1980","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",1,82623
116.482292,39.832552,"2016-06-23",69,54,298,31804,93.7,2,2,1,1,6,"plate","2008","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",7,43069
116.419618,39.845427,"2016-08-29",136,430,210,39623,53,1,1,1,1,22,"combination of plate and tower","2005","Simplicity","steel-concrete composite",0.4,"Elevator","No five years property","Subway",2,57313
116.476213,39.897851,"2016-08-04",112,9,367,60164,61,2,1,1,2,16,"combination of plate and tower","2012","hardcover","steel-concrete composite",0.194,"Elevator","No five years property","Subway",7,89330
116.3367,39.897727,"2016-08-15",123,45,769,73322,104.88,2,2,1,1,28,"tower","2006","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",10,89617
116.674322,40.12784,"2016-07-10",86,6,305,30403,100.32,3,1,1,2,6,"plate","1999","hardcover","brick and concrete",0.5,"No elevator","Five years property","No subway",13,41276
116.4515,39.904606,"2016-08-16",123,168,470,62055,75.74,2,1,1,1,21,"tower","2005","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",1,84031
116.463257,39.816966,"2016-09-22",161,48,310,42542,72.87,1,1,1,1,11,"combination of plate and tower","2000","Simplicity","steel-concrete composite",0.333,"Elevator","No five years property","Subway",4,43777
116.334817,39.884391,"2016-07-16",93,8,800,55945,143,3,2,1,2,15,"plate","2009","hardcover","steel-concrete composite",0.667,"Elevator","No five years property","No subway",10,53521
116.154608,39.726495,"2016-07-24",101,59,210,23274,90.23,2,2,1,1,15,"plate","2008","rough","steel-concrete composite",0.25,"Elevator","Five years property","Subway",5,35310
116.336244,39.932195,"2016-06-29",76,125,262,46372,56.5,2,1,1,1,9,"combination of plate and tower","1996","Simplicity","mixed",0.4,"Elevator","No five years property","Subway",8,83944
116.174718,39.774367,"2016-07-26",102,20,274,19572,140,4,2,1,2,9,"combination of plate and tower","2004","hardcover","steel-concrete composite",0.5,"No elevator","Five years property","No subway",5,33783
116.426617,39.867648,"2016-06-15",62,12,421,34509,122,3,1,1,1,18,"combination of plate and tower","1998","Simplicity","steel-concrete composite",0.286,"Elevator","No five years property","Subway",2,52774
116.438315,39.988246,"2016-08-30",138,48,340,73785,46.08,2,1,1,1,5,"plate","1991","Simplicity","mixed",0.25,"No elevator","No five years property","Subway",7,75302
116.508075,39.936337,"2016-08-16",124,35,560,62725,89.28,2,1,1,1,14,"combination of plate and tower","2008","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",7,74841
116.221799,39.807356,"2016-07-26",102,23,309,30000,103,3,1,1,1,18,"plate","Î´Öª","hardcover","steel-concrete composite",0.5,"No elevator","No five years property","Subway",5,40750
116.288489,39.928841,"2016-07-24",100,50,353,61930,57,2,1,1,1,6,"plate","1990","hardcover","brick and concrete",0.5,"No elevator","No five years property","No subway",8,69557
116.430562,40.045549,"2016-06-29",75,29,300,45593,65.8,1,1,1,1,26,"tower","2004","Simplicity","steel-concrete composite",0.3,"Elevator","Five years property","No subway",7,52306
116.441781,39.991956,"2016-08-30",137,79,478,63590,75.17,1,1,1,1,20,"plate","2008","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","No subway",7,70655
116.424766,39.841562,"2016-07-18",94,25,773,43874,176.19,4,2,1,2,15,"plate","2009","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",2,58174
116.511545,39.904464,"2016-08-17",125,53,313,37876,82.64,2,1,1,1,24,"tower","2011","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","Subway",7,59025
116.385994,39.995747,"2016-07-25",101,18,268,60104,44.59,1,1,1,1,9,"plate","Î´Öª","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","No subway",7,67745
116.399018,39.978141,"2016-09-24",162,26,558,98067,56.9,3,1,1,1,6,"plate","1984","hardcover","mixed",0.333,"No elevator","No five years property","No subway",10,123002
116.42537,40.052808,"2016-06-17",63,30,460,47423,97,2,1,1,1,25,"combination of plate and tower","2008","other","steel-concrete composite",0.3,"Elevator","Five years property","Subway",7,60785
116.437956,39.926419,"2016-08-09",116,120,542,72315,74.95,2,1,1,1,16,"combination of plate and tower","2003","hardcover","steel-concrete composite",1.5,"Elevator","Five years property","Subway",1,92522
116.305063,39.91533,"2016-08-16",124,72,423,78771,53.7,2,1,1,1,5,"plate","1985","hardcover","mixed",0.333,"No elevator","Five years property","Subway",8,91462
116.117019,39.93386,"2016-07-07",84,10,140,20504,68.28,2,1,1,1,6,"plate","1991","Simplicity","mixed",0.333,"No elevator","Five years property","No subway",12,39381
116.363152,40.089008,"2016-07-03",79,29,369,41373,89.19,2,1,1,1,12,"combination of plate and tower","2004","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",6,52197
116.615689,39.903619,"2016-07-17",94,29,216,40755,53,1,0,1,1,16,"combination of plate and tower","2012","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","No subway",7,45026
